v1,v2,cor
steps,steps,1
steps,fatigue,-0.21217331798345807
steps,dress_shower,-0.17529588130593984
steps,stairs,-0.05964721021680268
steps,common,-0.140264261254767
steps,pain,-0.20109095009757758
steps,rash,-0.19916452983178257
steps,wellness,0.325814665824366
steps,tomorrow,-0.11883360381428316
steps,pred_yesterday,-0.1921341293975648
steps,fatigue_next_day,-0.38131157603951976
steps,..Biceps.Brachii.Right_PM,0.028687514161974844
steps,..Biceps.Brachii.Left_AM,-0.15965926567993213
steps,..Biceps.Brachii.Left_PM,0.15701670765606826
steps,..Biceps.Brachii.Right_AM,-0.18180090722689293
steps,..Vastus.Lateralis.Left_AM,-0.25427222316767395
steps,..Vastus.Lateralis.Left_PM,-0.44404243799830057
steps,..Vastus.Lateralis.Right_AM,0.10868190366680723
steps,..Vastus.Lateralis.Right_PM,-0.04441893248029914
fatigue,steps,-0.21217331798345807
fatigue,fatigue,1
fatigue,dress_shower,0.6362494586912975
fatigue,stairs,0.4296347036321553
fatigue,common,0.581825919651411
fatigue,pain,0.48932131081491587
fatigue,rash,0.5993457913968181
fatigue,wellness,-0.6856081155578864
fatigue,tomorrow,-0.32412708272952884
fatigue,pred_yesterday,0.07562671002059668
fatigue,fatigue_next_day,0.3442290390259585
fatigue,..Biceps.Brachii.Right_PM,-0.08762917487759414
fatigue,..Biceps.Brachii.Left_AM,-0.1205487537422315
fatigue,..Biceps.Brachii.Left_PM,-0.11611998949617468
fatigue,..Biceps.Brachii.Right_AM,-0.18422562195597567
fatigue,..Vastus.Lateralis.Left_AM,0.4656849116536193
fatigue,..Vastus.Lateralis.Left_PM,0.30321544823461005
fatigue,..Vastus.Lateralis.Right_AM,0.12315356860076478
fatigue,..Vastus.Lateralis.Right_PM,0.4390516149272943
dress_shower,steps,-0.17529588130593984
dress_shower,fatigue,0.6362494586912975
dress_shower,dress_shower,1
dress_shower,stairs,0.586284653224769
dress_shower,common,0.5777188298841612
dress_shower,pain,0.6469966392206306
dress_shower,rash,0.8008872871159164
dress_shower,wellness,-0.6906921687873878
dress_shower,tomorrow,-0.46464646464646453
dress_shower,pred_yesterday,0.20488488887453993
dress_shower,fatigue_next_day,0.2896310680561335
dress_shower,..Biceps.Brachii.Right_PM,0.2936827022584699
dress_shower,..Biceps.Brachii.Left_AM,-0.026779449667749988
dress_shower,..Biceps.Brachii.Left_PM,0.25249283949973655
dress_shower,..Biceps.Brachii.Right_AM,0.02525077752965539
dress_shower,..Vastus.Lateralis.Left_AM,0.06774191757921447
dress_shower,..Vastus.Lateralis.Left_PM,0.03662750430168085
dress_shower,..Vastus.Lateralis.Right_AM,-0.3331730515372268
dress_shower,..Vastus.Lateralis.Right_PM,0.33338010167827087
stairs,steps,-0.05964721021680268
stairs,fatigue,0.4296347036321553
stairs,dress_shower,0.586284653224769
stairs,stairs,1
stairs,common,0.7561754230450912
stairs,pain,0.7916331135924695
stairs,rash,0.5228374118172323
stairs,wellness,-0.6573433637868399
stairs,tomorrow,-0.4275475040315016
stairs,pred_yesterday,0.16039962511178305
stairs,fatigue_next_day,0.3600598613959583
stairs,..Biceps.Brachii.Right_PM,0.45655285413815383
stairs,..Biceps.Brachii.Left_AM,-0.1880700803228221
stairs,..Biceps.Brachii.Left_PM,-0.25761195636631995
stairs,..Biceps.Brachii.Right_AM,-0.12270628464175097
stairs,..Vastus.Lateralis.Left_AM,-0.019765849052571904
stairs,..Vastus.Lateralis.Left_PM,-0.16346706345935363
stairs,..Vastus.Lateralis.Right_AM,-0.031460671357476065
stairs,..Vastus.Lateralis.Right_PM,0.12931050468996277
common,steps,-0.140264261254767
common,fatigue,0.581825919651411
common,dress_shower,0.5777188298841612
common,stairs,0.7561754230450912
common,common,1
common,pain,0.8410098180364372
common,rash,0.5708263279047433
common,wellness,-0.8026164922127463
common,tomorrow,-0.3460685847845057
common,pred_yesterday,-0.004683853593942827
common,fatigue_next_day,0.20507870772131398
common,..Biceps.Brachii.Right_PM,0.03818378856187298
common,..Biceps.Brachii.Left_AM,-0.3862623895514706
common,..Biceps.Brachii.Left_PM,-0.3385192690103663
common,..Biceps.Brachii.Right_AM,0.001073523016545358
common,..Vastus.Lateralis.Left_AM,0.23527045238735794
common,..Vastus.Lateralis.Left_PM,-0.2526861897191095
common,..Vastus.Lateralis.Right_AM,-0.012135183092628185
common,..Vastus.Lateralis.Right_PM,0.11879366695251733
pain,steps,-0.20109095009757758
pain,fatigue,0.48932131081491587
pain,dress_shower,0.6469966392206306
pain,stairs,0.7916331135924695
pain,common,0.8410098180364372
pain,pain,1
pain,rash,0.594373057152427
pain,wellness,-0.8483652297013435
pain,tomorrow,-0.5293608866350614
pain,pred_yesterday,-0.07781877649199621
pain,fatigue_next_day,0.051461932832601226
pain,..Biceps.Brachii.Right_PM,0.18076804998707996
pain,..Biceps.Brachii.Left_AM,-0.3675109175386314
pain,..Biceps.Brachii.Left_PM,-0.2746295821634417
pain,..Biceps.Brachii.Right_AM,0.060585582240052865
pain,..Vastus.Lateralis.Left_AM,-0.004501164595788681
pain,..Vastus.Lateralis.Left_PM,-0.1808489360842879
pain,..Vastus.Lateralis.Right_AM,-0.26232876823876305
pain,..Vastus.Lateralis.Right_PM,-0.03163892198760601
rash,steps,-0.19916452983178257
rash,fatigue,0.5993457913968181
rash,dress_shower,0.8008872871159164
rash,stairs,0.5228374118172323
rash,common,0.5708263279047433
rash,pain,0.594373057152427
rash,rash,1
rash,wellness,-0.6898058398358289
rash,tomorrow,-0.46254452945732066
rash,pred_yesterday,0.06324818859946446
rash,fatigue_next_day,0.32723509025829145
rash,..Biceps.Brachii.Right_PM,0.24740866040028003
rash,..Biceps.Brachii.Left_AM,-0.1349694934732189
rash,..Biceps.Brachii.Left_PM,0.0436647739296897
rash,..Biceps.Brachii.Right_AM,0.00937419843799438
rash,..Vastus.Lateralis.Left_AM,0.09564977218925688
rash,..Vastus.Lateralis.Left_PM,0.06737134786250785
rash,..Vastus.Lateralis.Right_AM,-0.12692415959644351
rash,..Vastus.Lateralis.Right_PM,0.21390420933237306
wellness,steps,0.325814665824366
wellness,fatigue,-0.6856081155578864
wellness,dress_shower,-0.6906921687873878
wellness,stairs,-0.6573433637868399
wellness,common,-0.8026164922127463
wellness,pain,-0.8483652297013435
wellness,rash,-0.6898058398358289
wellness,wellness,0.9999999999999998
wellness,tomorrow,0.4768130597026567
wellness,pred_yesterday,0.16190377559174074
wellness,fatigue_next_day,-0.3675497289285826
wellness,..Biceps.Brachii.Right_PM,-0.030934813675826758
wellness,..Biceps.Brachii.Left_AM,0.5511249556173551
wellness,..Biceps.Brachii.Left_PM,0.3878016026407424
wellness,..Biceps.Brachii.Right_AM,0.09987041118011024
wellness,..Vastus.Lateralis.Left_AM,-0.1542957291233709
wellness,..Vastus.Lateralis.Left_PM,0.05705274876198456
wellness,..Vastus.Lateralis.Right_AM,0.18099066432550673
wellness,..Vastus.Lateralis.Right_PM,-0.09726247783255773
tomorrow,steps,-0.11883360381428316
tomorrow,fatigue,-0.32412708272952884
tomorrow,dress_shower,-0.46464646464646453
tomorrow,stairs,-0.4275475040315016
tomorrow,common,-0.3460685847845057
tomorrow,pain,-0.5293608866350614
tomorrow,rash,-0.46254452945732066
tomorrow,wellness,0.4768130597026567
tomorrow,tomorrow,1
tomorrow,pred_yesterday,0.018779342723004664
tomorrow,fatigue_next_day,0.07562671002059668
tomorrow,..Biceps.Brachii.Right_PM,-0.4410388966015396
tomorrow,..Biceps.Brachii.Left_AM,0.32011946696736376
tomorrow,..Biceps.Brachii.Left_PM,0.43112912941095827
tomorrow,..Biceps.Brachii.Right_AM,0.053585620484424515
tomorrow,..Vastus.Lateralis.Left_AM,0.08134715824455582
tomorrow,..Vastus.Lateralis.Left_PM,0.14956144966846976
tomorrow,..Vastus.Lateralis.Right_AM,0.061780579714599174
tomorrow,..Vastus.Lateralis.Right_PM,-0.40102191572018997
pred_yesterday,steps,-0.1921341293975648
pred_yesterday,fatigue,0.07562671002059668
pred_yesterday,dress_shower,0.20488488887453993
pred_yesterday,stairs,0.16039962511178305
pred_yesterday,common,-0.004683853593942827
pred_yesterday,pain,-0.07781877649199621
pred_yesterday,rash,0.06324818859946446
pred_yesterday,wellness,0.16190377559174074
pred_yesterday,tomorrow,0.018779342723004664
pred_yesterday,pred_yesterday,1
pred_yesterday,fatigue_next_day,0.0579401116052775
pred_yesterday,..Biceps.Brachii.Right_PM,0.4340341201973827
pred_yesterday,..Biceps.Brachii.Left_AM,0.20549691690394833
pred_yesterday,..Biceps.Brachii.Left_PM,0.29847214235834263
pred_yesterday,..Biceps.Brachii.Right_AM,0.38613717154793575
pred_yesterday,..Vastus.Lateralis.Left_AM,0.12335153323302565
pred_yesterday,..Vastus.Lateralis.Left_PM,-0.025406595196785703
pred_yesterday,..Vastus.Lateralis.Right_AM,-0.25753892444877996
pred_yesterday,..Vastus.Lateralis.Right_PM,0.2479195511234997
fatigue_next_day,steps,-0.38131157603951976
fatigue_next_day,fatigue,0.3442290390259585
fatigue_next_day,dress_shower,0.2896310680561335
fatigue_next_day,stairs,0.3600598613959583
fatigue_next_day,common,0.20507870772131398
fatigue_next_day,pain,0.051461932832601226
fatigue_next_day,rash,0.32723509025829145
fatigue_next_day,wellness,-0.3675497289285826
fatigue_next_day,tomorrow,0.07562671002059668
fatigue_next_day,pred_yesterday,0.0579401116052775
fatigue_next_day,fatigue_next_day,1
fatigue_next_day,..Biceps.Brachii.Right_PM,0.40954509783924725
fatigue_next_day,..Biceps.Brachii.Left_AM,0.025842150994879333
fatigue_next_day,..Biceps.Brachii.Left_PM,0.08858748107326064
fatigue_next_day,..Biceps.Brachii.Right_AM,-0.012963030321189489
fatigue_next_day,..Vastus.Lateralis.Left_AM,0.22777566134941307
fatigue_next_day,..Vastus.Lateralis.Left_PM,0.2608098909693726
fatigue_next_day,..Vastus.Lateralis.Right_AM,0.17773841567355092
fatigue_next_day,..Vastus.Lateralis.Right_PM,0.34728330967137044
./Biceps Brachii Right_PM,steps,0.028687514161974844
./Biceps Brachii Right_PM,fatigue,-0.08762917487759414
./Biceps Brachii Right_PM,dress_shower,0.2936827022584699
./Biceps Brachii Right_PM,stairs,0.45655285413815383
./Biceps Brachii Right_PM,common,0.03818378856187298
./Biceps Brachii Right_PM,pain,0.18076804998707996
./Biceps Brachii Right_PM,rash,0.24740866040028003
./Biceps Brachii Right_PM,wellness,-0.030934813675826758
./Biceps Brachii Right_PM,tomorrow,-0.4410388966015396
./Biceps Brachii Right_PM,pred_yesterday,0.4340341201973827
./Biceps Brachii Right_PM,fatigue_next_day,0.40954509783924725
./Biceps Brachii Right_PM,..Biceps.Brachii.Right_PM,1
./Biceps Brachii Right_PM,..Biceps.Brachii.Left_AM,0.16032940674138374
./Biceps Brachii Right_PM,..Biceps.Brachii.Left_PM,0.22832176530029114
./Biceps Brachii Right_PM,..Biceps.Brachii.Right_AM,0.1554395901356455
./Biceps Brachii Right_PM,..Vastus.Lateralis.Left_AM,-0.42631538717301193
./Biceps Brachii Right_PM,..Vastus.Lateralis.Left_PM,-0.07271710177975278
./Biceps Brachii Right_PM,..Vastus.Lateralis.Right_AM,-0.08584335437666399
./Biceps Brachii Right_PM,..Vastus.Lateralis.Right_PM,0.27263395038360067
./Biceps Brachii Left_AM,steps,-0.15965926567993213
./Biceps Brachii Left_AM,fatigue,-0.1205487537422315
./Biceps Brachii Left_AM,dress_shower,-0.026779449667749988
./Biceps Brachii Left_AM,stairs,-0.1880700803228221
./Biceps Brachii Left_AM,common,-0.3862623895514706
./Biceps Brachii Left_AM,pain,-0.3675109175386314
./Biceps Brachii Left_AM,rash,-0.1349694934732189
./Biceps Brachii Left_AM,wellness,0.5511249556173551
./Biceps Brachii Left_AM,tomorrow,0.32011946696736376
./Biceps Brachii Left_AM,pred_yesterday,0.20549691690394833
./Biceps Brachii Left_AM,fatigue_next_day,0.025842150994879333
./Biceps Brachii Left_AM,..Biceps.Brachii.Right_PM,0.16032940674138374
./Biceps Brachii Left_AM,..Biceps.Brachii.Left_AM,1
./Biceps Brachii Left_AM,..Biceps.Brachii.Left_PM,0.49252157208170366
./Biceps Brachii Left_AM,..Biceps.Brachii.Right_AM,0.0021879552141375255
./Biceps Brachii Left_AM,..Vastus.Lateralis.Left_AM,-0.2191624312461395
./Biceps Brachii Left_AM,..Vastus.Lateralis.Left_PM,0.27141745173212
./Biceps Brachii Left_AM,..Vastus.Lateralis.Right_AM,-0.20160963566584733
./Biceps Brachii Left_AM,..Vastus.Lateralis.Right_PM,0.08370997062846673
./Biceps Brachii Left_PM,steps,0.15701670765606826
./Biceps Brachii Left_PM,fatigue,-0.11611998949617468
./Biceps Brachii Left_PM,dress_shower,0.25249283949973655
./Biceps Brachii Left_PM,stairs,-0.25761195636631995
./Biceps Brachii Left_PM,common,-0.3385192690103663
./Biceps Brachii Left_PM,pain,-0.2746295821634417
./Biceps Brachii Left_PM,rash,0.0436647739296897
./Biceps Brachii Left_PM,wellness,0.3878016026407424
./Biceps Brachii Left_PM,tomorrow,0.43112912941095827
./Biceps Brachii Left_PM,pred_yesterday,0.29847214235834263
./Biceps Brachii Left_PM,fatigue_next_day,0.08858748107326064
./Biceps Brachii Left_PM,..Biceps.Brachii.Right_PM,0.22832176530029114
./Biceps Brachii Left_PM,..Biceps.Brachii.Left_AM,0.49252157208170366
./Biceps Brachii Left_PM,..Biceps.Brachii.Left_PM,0.9999999999999999
./Biceps Brachii Left_PM,..Biceps.Brachii.Right_AM,0.04144416306318532
./Biceps Brachii Left_PM,..Vastus.Lateralis.Left_AM,0.12289535382660502
./Biceps Brachii Left_PM,..Vastus.Lateralis.Left_PM,0.38193125743860357
./Biceps Brachii Left_PM,..Vastus.Lateralis.Right_AM,0.31086828818447837
./Biceps Brachii Left_PM,..Vastus.Lateralis.Right_PM,0.32352721071600943
./Biceps Brachii Right_AM,steps,-0.18180090722689293
./Biceps Brachii Right_AM,fatigue,-0.18422562195597567
./Biceps Brachii Right_AM,dress_shower,0.02525077752965539
./Biceps Brachii Right_AM,stairs,-0.12270628464175097
./Biceps Brachii Right_AM,common,0.001073523016545358
./Biceps Brachii Right_AM,pain,0.060585582240052865
./Biceps Brachii Right_AM,rash,0.00937419843799438
./Biceps Brachii Right_AM,wellness,0.09987041118011024
./Biceps Brachii Right_AM,tomorrow,0.053585620484424515
./Biceps Brachii Right_AM,pred_yesterday,0.38613717154793575
./Biceps Brachii Right_AM,fatigue_next_day,-0.012963030321189489
./Biceps Brachii Right_AM,..Biceps.Brachii.Right_PM,0.1554395901356455
./Biceps Brachii Right_AM,..Biceps.Brachii.Left_AM,0.0021879552141375255
./Biceps Brachii Right_AM,..Biceps.Brachii.Left_PM,0.04144416306318532
./Biceps Brachii Right_AM,..Biceps.Brachii.Right_AM,1
./Biceps Brachii Right_AM,..Vastus.Lateralis.Left_AM,0.2150004701614919
./Biceps Brachii Right_AM,..Vastus.Lateralis.Left_PM,-0.32548091254237854
./Biceps Brachii Right_AM,..Vastus.Lateralis.Right_AM,-0.31037301196692557
./Biceps Brachii Right_AM,..Vastus.Lateralis.Right_PM,-0.3513773832715018
./Vastus Lateralis Left_AM,steps,-0.25427222316767395
./Vastus Lateralis Left_AM,fatigue,0.4656849116536193
./Vastus Lateralis Left_AM,dress_shower,0.06774191757921447
./Vastus Lateralis Left_AM,stairs,-0.019765849052571904
./Vastus Lateralis Left_AM,common,0.23527045238735794
./Vastus Lateralis Left_AM,pain,-0.004501164595788681
./Vastus Lateralis Left_AM,rash,0.09564977218925688
./Vastus Lateralis Left_AM,wellness,-0.1542957291233709
./Vastus Lateralis Left_AM,tomorrow,0.08134715824455582
./Vastus Lateralis Left_AM,pred_yesterday,0.12335153323302565
./Vastus Lateralis Left_AM,fatigue_next_day,0.22777566134941307
./Vastus Lateralis Left_AM,..Biceps.Brachii.Right_PM,-0.42631538717301193
./Vastus Lateralis Left_AM,..Biceps.Brachii.Left_AM,-0.2191624312461395
./Vastus Lateralis Left_AM,..Biceps.Brachii.Left_PM,0.12289535382660502
./Vastus Lateralis Left_AM,..Biceps.Brachii.Right_AM,0.2150004701614919
./Vastus Lateralis Left_AM,..Vastus.Lateralis.Left_AM,0.9999999999999999
./Vastus Lateralis Left_AM,..Vastus.Lateralis.Left_PM,0.6032479952026222
./Vastus Lateralis Left_AM,..Vastus.Lateralis.Right_AM,0.5302008063907409
./Vastus Lateralis Left_AM,..Vastus.Lateralis.Right_PM,0.509591597316558
./Vastus Lateralis Left_PM,steps,-0.44404243799830057
./Vastus Lateralis Left_PM,fatigue,0.30321544823461005
./Vastus Lateralis Left_PM,dress_shower,0.03662750430168085
./Vastus Lateralis Left_PM,stairs,-0.16346706345935363
./Vastus Lateralis Left_PM,common,-0.2526861897191095
./Vastus Lateralis Left_PM,pain,-0.1808489360842879
./Vastus Lateralis Left_PM,rash,0.06737134786250785
./Vastus Lateralis Left_PM,wellness,0.05705274876198456
./Vastus Lateralis Left_PM,tomorrow,0.14956144966846976
./Vastus Lateralis Left_PM,pred_yesterday,-0.025406595196785703
./Vastus Lateralis Left_PM,fatigue_next_day,0.2608098909693726
./Vastus Lateralis Left_PM,..Biceps.Brachii.Right_PM,-0.07271710177975278
./Vastus Lateralis Left_PM,..Biceps.Brachii.Left_AM,0.27141745173212
./Vastus Lateralis Left_PM,..Biceps.Brachii.Left_PM,0.38193125743860357
./Vastus Lateralis Left_PM,..Biceps.Brachii.Right_AM,-0.32548091254237854
./Vastus Lateralis Left_PM,..Vastus.Lateralis.Left_AM,0.6032479952026222
./Vastus Lateralis Left_PM,..Vastus.Lateralis.Left_PM,1
./Vastus Lateralis Left_PM,..Vastus.Lateralis.Right_AM,0.6231055948444532
./Vastus Lateralis Left_PM,..Vastus.Lateralis.Right_PM,0.5039342230795347
./Vastus Lateralis Right_AM,steps,0.10868190366680723
./Vastus Lateralis Right_AM,fatigue,0.12315356860076478
./Vastus Lateralis Right_AM,dress_shower,-0.3331730515372268
./Vastus Lateralis Right_AM,stairs,-0.031460671357476065
./Vastus Lateralis Right_AM,common,-0.012135183092628185
./Vastus Lateralis Right_AM,pain,-0.26232876823876305
./Vastus Lateralis Right_AM,rash,-0.12692415959644351
./Vastus Lateralis Right_AM,wellness,0.18099066432550673
./Vastus Lateralis Right_AM,tomorrow,0.061780579714599174
./Vastus Lateralis Right_AM,pred_yesterday,-0.25753892444877996
./Vastus Lateralis Right_AM,fatigue_next_day,0.17773841567355092
./Vastus Lateralis Right_AM,..Biceps.Brachii.Right_PM,-0.08584335437666399
./Vastus Lateralis Right_AM,..Biceps.Brachii.Left_AM,-0.20160963566584733
./Vastus Lateralis Right_AM,..Biceps.Brachii.Left_PM,0.31086828818447837
./Vastus Lateralis Right_AM,..Biceps.Brachii.Right_AM,-0.31037301196692557
./Vastus Lateralis Right_AM,..Vastus.Lateralis.Left_AM,0.5302008063907409
./Vastus Lateralis Right_AM,..Vastus.Lateralis.Left_PM,0.6231055948444532
./Vastus Lateralis Right_AM,..Vastus.Lateralis.Right_AM,0.9999999999999999
./Vastus Lateralis Right_AM,..Vastus.Lateralis.Right_PM,0.572032048672303
./Vastus Lateralis Right_PM,steps,-0.04441893248029914
./Vastus Lateralis Right_PM,fatigue,0.4390516149272943
./Vastus Lateralis Right_PM,dress_shower,0.33338010167827087
./Vastus Lateralis Right_PM,stairs,0.12931050468996277
./Vastus Lateralis Right_PM,common,0.11879366695251733
./Vastus Lateralis Right_PM,pain,-0.03163892198760601
./Vastus Lateralis Right_PM,rash,0.21390420933237306
./Vastus Lateralis Right_PM,wellness,-0.09726247783255773
./Vastus Lateralis Right_PM,tomorrow,-0.40102191572018997
./Vastus Lateralis Right_PM,pred_yesterday,0.2479195511234997
./Vastus Lateralis Right_PM,fatigue_next_day,0.34728330967137044
./Vastus Lateralis Right_PM,..Biceps.Brachii.Right_PM,0.27263395038360067
./Vastus Lateralis Right_PM,..Biceps.Brachii.Left_AM,0.08370997062846673
./Vastus Lateralis Right_PM,..Biceps.Brachii.Left_PM,0.32352721071600943
./Vastus Lateralis Right_PM,..Biceps.Brachii.Right_AM,-0.3513773832715018
./Vastus Lateralis Right_PM,..Vastus.Lateralis.Left_AM,0.509591597316558
./Vastus Lateralis Right_PM,..Vastus.Lateralis.Left_PM,0.5039342230795347
./Vastus Lateralis Right_PM,..Vastus.Lateralis.Right_AM,0.572032048672303
./Vastus Lateralis Right_PM,..Vastus.Lateralis.Right_PM,1
